Nombre,Año,Edad,Duración,Genero,Director,Actores,País,IMDb,Plataforma
Hurricane Bianca: From Russia With Hate,2018,16+,85 min,"Comedias, Independientes",Matt Kugelman,"Roy Haylock, Rachel Dratch, Brian McCook, D.J. ""Shangela"" Pierce, Doug Plaut, Cheyenne Jackson, Kristen Johnston, Heather McDonald, Wanda Sykes, Janeane Garofalo",Estados Unidos,4.8/10,Netflix
Pedal the World,2015,7+,85 min,"Documentales, Extranjeras",Felix Starck,Felix Starck,Alemania,5.0/10,Netflix
72 animales peligrosos: Asia,2018,13+,1 temporada,"Docuseries, Extranjeras",NA,Bob Brisbane,Australia,6.6/10,Netflix
All About the Washingtons,2018,7+,1 temporada,"Comedias, Estadounidenses",NA,"Joseph Simmons, Justine Simmons, Kiana Ledé, Nathan Anderson, Leah Rose Randall, Maceo Smedley, Quincy Fouse, DJ Ruckus, Adain Bradley, Tim Meadows, Daymond John, Erick Chavarria, Christopher Clarke, Aubrey Cleland, Arsenio Hall, Stephen Schneider, Max Goudsmit, Noah Gerry, Jamie VanDyke, Ashleigh Hairston",Estados Unidos,4.2/10,Netflix
El paquete,2018,16+,95 min,Comedias,Jake Szymanski,"Daniel Doheny, Geraldine Viswanathan, Luke Spencer Roberts, Eduardo Franco, Sadie Calvano",Estados Unidos,5.5/10,Netflix
Enfermedades del siglo XXI,2018,16+,1 temporada,"Docuseries, Estadounidenses, Realities y talk shows",NA,NA,Estados Unidos,4.9/10,Netflix
Zion,2018,7+,12 min,Documentales,Floyd Russ,Zion Clark,Estados Unidos,7.2/10,Netflix
Meteor Garden,2018,13+,1 temporada,"Dramas, Extranjeras, Juveniles",NA,"Shen Yue, Dylan Wang, Darren Chen, Connor Leong, Caesar Wu",China,8.1/10,Netflix
Perdida,2018,16+,103 min,"Dramas, Extranjeras, Thrillers",Alejandro Montiel,"Luisana Lopilato, Amaia Salamanca, Rafael Spregelburd, Nicolás Furtado, Oriana Sabatini, Pedro Casablanc, Arancha Martí, Carlos Alcántara, María Onetto, Sara Sálamo","Argentina, España",5.6/10,Netflix
League of Gods,2016,13+,109 min,"Acción, Ciencia ficción y fantásticas, Extranjeras",Koan Hui,"Jet Li, Tony Leung Ka Fai, Louis Koo, Huang Xiaoming, Angelababy, Fan Bingbing, Wen Zhang, Jacky Heung",Hong Kong,4.6/10,Netflix
Contratiempo,2016,13+,106 min,"Españolas, Extranjeras, Thrillers",Paulo Oriol,"Mario Casas, Ana Wagener, José Coronado, Bárbara Lennie, Francesc Orella, Paco Tous, David Selvas",España,8.1/10,Netflix
Life,2018,13+,1 temporada,"Dramas, Extranjeras, Thrillers",NA,"Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Yoo Jae-myung, Moon So-ri, Moon Sung-keun, Chun Ho-jin, Tae In-ho",Corea del Sur,7.6/10,Netflix
I Kill Giants,2017,13+,107 min,"Ciencia ficción y fantásticas, Dramas",Anders Walter,"Madison Wolfe, Imogen Poots, Sydney Wade, Rory Jackson, Zoe Saldana","Estados Unidos, Bélgica, Dinamarca, Reino Unido, Suecia, China",6.2/10,Netflix
Flavors of Youth: International Version,2018,13+,74 min,"Anime, Extranjeras, Románticas","Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li","Taito Ban, Mariya Ise, Minako Kotobuki, Haruka Shiraishi, Hiroki Yasumoto, Takeo Otsuka, Ikumi Hasegawa, Takayuki Nakatsukasa","China, Japón",6.6/10,Netflix
La segunda vida de Brij Mohan,2018,16+,100 min,"Comedias, Dramas, Extranjeras",Nikhil Nagesh Bhat,"Arjun Mathur, Nidhi Singh, Manav Vij, Sheetal Thakur, Sunny Hinduja, Yogendra Tikku, Vijayant Kohli",India,6.8/10,Netflix
En marcha,2018,7+,1 temporada,"Docuseries, Estadounidenses",NA,NA,Estados Unidos,5.9/10,Netflix
Hija de su padre,2018,13+,104 min,"Comedias, Dramas",Lauren Miller Rogen,"Kristen Bell, Kelsey Grammer, Seth Rogen, Paul W. Downs, Zach Appelman, Leonard Ouzts, Blaire Brooks, Anthony Laciura, Mary Looram, Brett Gelman",Estados Unidos,6.1/10,Netflix
Forever Chape,2018,13+,74 min,"Documentales, Extranjeras",Luis Ara,NA,Brasil,7.1/10,Netflix
Being Napoleon,2018,7+,88 min,Documentales,"Jesse Handsher, Olivier Roland","Mark Schneider, Frank Samson",Estados Unidos,5.3/10,Netflix
El Comité de Podría-Haber-Tenido-Sexo,2018,7+,1 temporada,"Dramas, Extranjeras, Románticas",NA,"Jiro Sato, Mai Shiraishi, Takayuki Yamada, Shotaro Mamiya, Tamotsu Kanshuji, Yuka Ogura, Kenta Hamano, Yuka Kuramochi, Yuki Morinaga, Rena Takeda, Munenori Nagano, Shiori Enatsu, Toru Tezuka, Yosuke Sugino, Maika Yamamoto, Akiyoshi Nakao, Aoi Morikawa, Masato Yano, Mari Yamachi, Megumi, Mayuko Fukuda, Yuta Koseki",Japón,6.8/10,Netflix
El patito feo que surcó los cielos,2018,16+,1 temporada,"Dramas, Extranjeras, Juveniles",NA,"Daiki Shigeoka, Tomohiro Kamiyama, Kaya Kiyohara, Miu Tomita, Reika Kirishima, Shinji Rokkaku, Miu Suzuki, Riko Hisada, Megumi Seki, Shoko Nakajima",Japón,7.2/10,Netflix
Invisible,2017,13+,87 min,"Dramas, Extranjeras, Independientes",Pablo Giorgelli,"Mora Arenillas, Mara Bestelli, Diego Cremonesi","Argentina, Francia",6.0/10,Netflix
Mater,2017,16+,80 min,"Dramas, Extranjeras, Independientes",Pablo D'Alo Abba,"Lautaro Perotti, Tamara Kiper, Inda Lavalle, Miriam Odorico, Araceli Dvoskin, Gonzalo Ruiz, Patricio Aranguren, Marina Bellati, Luciana Fuks, Martin Slipak",Argentina,4.6/10,Netflix
Regal Academy,2017,7+,1 temporada,Infantiles,NA,"Jessica Paquet, Erica Schroeder, Alyson Leigh Rosenfeld, Billy Bob Thompson, Henry F. Benjamin, Kathryn Cahill, Lori Gardner, Kayzie Rogers",Italia,5.5/10,Netflix
Shooter: El tirador,2007,16+,126 min,Acción,Antoine Fuqua,"Mark Wahlberg, Michael Peña, Danny Glover, Kate Mara, Elias Koteas, Rhona Mitra, Jonathan Walker, Louis Ferreira, Rade Serbedzija, Tate Donovan, Mackenzie Gray, Ned Beatty",Estados Unidos,7.2/10,Netflix
Dance Academy: The Comeback,2017,7+,100 min,"Dramas, Extranjeras",Jeffrey Walker,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Jordan Rodrigues, Keiynan Lonsdale, Thomas Lacey, Tara Morice, Miranda Otto","Alemania, Australia",7.0/10,Netflix
Los años robados,2013,13+,112 min,"Dramas, Extranjeras, Románticas",Chun-chun Wong,"Bai Baihe, Joseph Chang, Christine Fan, Amber An, Ken Lin, Queenie Tai, Tse Kwan Ho, Sky Wu, Fan Kuang-yao",China,6.2/10,Netflix
A Very Secret Service,2018,13+,2 temporadas,"Comedias, Extranjeras",NA,"Hugo Becker, Wilfred Benaïche, Christophe Kourotchkine, Karim Barras, Bruno Paviot, Jean-Édouard Bodziak, Mathilde Warnier, Joséphine de La Baume, Marie-Julie Baup, Antoine Gouy, Julie Farenc",Francia,7.8/10,Netflix
SWORDGAI The Animation,2018,16+,2 temporadas,"Anime, Extranjeras",NA,"Yuto Uemura, Yuuka Aisaka, Nobunaga Shimazaki, Yuuichirou Umehara, Toshihiko Seki, Jouji Nakata, Rina Satou, Tomokazu Sugita, Hiro Shimono, Ayane Sakura, Urara Takano, Kohei Murakami, Maaya Uchida, Takaya Kuroda, Michiko Neya, Takaya Hashi",Japón,5.9/10,Netflix
La mansión,2017,13+,100 min,"Comedias, Extranjeras, Terror",Tony Datis,"Nathalie Odzierejko, Marc Jarousseau, Ludovik Day, Yvick Letexier, Jérôme Niel, Vincent Tirel, Vanessa Guide, Delphine Baril, Baptiste Lorber, Lila Lacombe","Francia, Bélgica",4.6/10,Netflix
Bienvenidos a la familia,2018,13+,1 temporada,"Comedias, Dramas, Españolas",NA,"Melani Olivares, Ivan Massagué, Yolanda Ramos, Nao Albet, Georgina Amorós, Leïti Sène, Nonna Cardoner",España,6.6/10,Netflix
Coco y Raulito: Carrusel de ternura,2018,7+,57 min,Películas,"Raúl Campos, Jan Suter","Coco Celis, Raúl Meneses",México,6.6/10,Netflix
El lado oscuro del bisturí,2018,16+,101 min,Documentales,Kirby Dick,NA,"Australia, Estados Unidos",7.7/10,Netflix
Extinción,2018,16+,95 min,"Acción, Ciencia ficción y fantásticas, Dramas",Ben Young,"Michael Peña, Lizzy Caplan, Israel Broussard, Mike Colter, Emma Booth, Lex Shrapnel, Erica Tremblay, Lilly Aspell",Estados Unidos,5.8/10,Netflix
Merlin,2012,13+,5 temporadas,"Acción, Británicas, Ciencia ficción y fantásticas",James Hawes,"Colin Morgan, Bradley James, Katie McGrath, Angel Coulby, Richard Wilson, Anthony Head, John Hurt, Nathaniel Parker",Reino Unido,7.9/10,Netflix
Smoking,2018,16+,1 temporada,"Acción, Extranjeras, Policiacas",NA,"Ryo Ishibashi, Nobuaki Kaneko, Tomomi Maruyama, Kaito Yoshimura",Japón,7.5/10,Netflix
Waterschool,2018,TODOS LO,68 min,Documentales,Tiffanie Hsu,NA,"Estados Unidos, Brasil, India, Uganda, China",6.1/10,Netflix
Iliza Shlesinger: Elder Millennial,2018,7+,72 min,Películas,Steve Paley,Iliza Shlesinger,Estados Unidos,7.2/10,Netflix
LEGO House - Home of the Brick,2018,TODOS LO,48 min,"Documentales, Extranjeras","Anders Falck, Stinus Morell Vithner",Bjarke Ingels,,6.5/10,Netflix
The Devil and Father Amorth,2017,13+,69 min,"Documentales, Terror",William Friedkin,NA,"Italia, Estados Unidos",4.6/10,Netflix
Casas alucinantes,2018,7+,1 temporada,"Británicas, Extranjeras, Realities y talk shows",NA,NA,Reino Unido,6.7/10,Netflix
Dark Tourist,2018,16+,1 temporada,"Docuseries, Extranjeras",NA,NA,Nueva Zelanda,7.6/10,Netflix
El padre del año,2018,16+,95 min,Comedias,NA,"David Spade, Nat Faxon, Joey Bragg, Matt Shively, Bridgit Mendler, Jackie Sandler, Mary Gillis",Estados Unidos,5.2/10,Netflix
Jimmy: La verdadera historia de un verdadero idiota,2018,13+,1 temporada,"Comedias, Dramas, Extranjeras",NA,"Akiyoshi Nakao, Tetsuji Tamayama, Hiroyuki Onoue, Shinji Rokkaku, Ikuji Nakamura, Yasuhi Nakamura, Mari Hamada",Japón,6.6/10,Netflix
Luna Petunia: Regreso a Genialia,2018,TODOS LO,2 temporadas,Infantiles,NA,"Ciara Alexys, Katie Griffin, Cory Doran, Jonah Weinberg, Stephanie Lynn Robinson, Stephanie Anne Mills, Robert Tinkler","Canadá, Estados Unidos",4.5/10,Netflix
Nada que perder,2018,13+,133 min,"Dramas, Extranjeras",Alexandre Avancini,"Petrônio Gontijo, Day Mesquita, Beth Goulart, Dalton Vigh, Eduardo Galvão, André Gonçalves, Marcello Airoldi",Brasil,5.5/10,Netflix
El club de los buenos infieles,2018,13+,85 min,"Comedias, Españolas, Extranjeras",NA,"Raúl Fernández, Fele Martínez, Juanma Cifuentes, Hovik Keuchkerian, Albert Ribalta, Jordi Vilches, Adrián Lastra, Raquel Salvador, Marta Brucart, Betsy Turnez",España,5.5/10,Netflix
Mr. Sunshine,2018,16+,1 temporada,"Dramas, Extranjeras, Románticas",Lee Eung-bok,"Lee Byung-hun, Kim Tae-ri, Yoo Yeon-seok, Byun Yo-han, Kim Min-jung",Corea del Sur,8.8/10,Netflix
Camarón,2018,13+,105 min,"Documentales, Españolas, Extranjeras",Alexis Morante,Juan Diego,España,7.4/10,Netflix
Camarón. De la isla al mito,2018,13+,1 temporada,"Docuseries, Españolas, Extranjeras",NA,"Camarón de la Isla, Juan Diego",España,NA,Netflix
GODZILLA City on the Edge of Battle,2018,13+,101 min,"Acción, Anime, Ciencia ficción y fantásticas","Kobun Shizuno, Hiroyuki Seshita","Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita, Yuki Kaji, Junichi Suwabe, Reina Ueda, Ari Ozawa, Daisuke Ono, Kenta Miyake, Kenyu Horiuchi, Kazuya Nakai, Kazuhiro Yamaji",Japón,5.8/10,Netflix
The Joel McHale Show with Joel McHale,2018,16+,2 temporadas,"Comedias, Estadounidenses, Realities y talk shows",NA,Joel McHale,Estados Unidos,7.2/10,Netflix
Las chicas del oro,2018,7+,88 min,"Dramas, Extranjeras, Para toda la familia",Clay Glen,"Kelli Berglund, Emily Morris, Terry Rogers, Jess Kuss, Jo Stone, Elysia Markou, Daisy Anderson, Ruth Natalie Fallon, Henry Turczynowicz, Martha Lott",Australia,4.7/10,Netflix
Lucha. Jugando con lo imposible,2016,TODOS LO,98 min,"Documentales, Extranjeras",Ana Quiroga,Luciana Aymar,Argentina,7.1/10,Netflix
El final de todo,2018,13+,113 min,"Acción, Ciencia ficción y fantásticas",David M. Rosenthal,"Theo James, Forest Whitaker, Kat Graham, Nicole Ari Parker, Mark O'Brien, Grace Dove",Estados Unidos,5.0/10,Netflix
Jim Jefferies: This Is Me Now,2018,16+,71 min,Películas,Scott Zabielski,Jim Jefferies,Estados Unidos,7.4/10,Netflix
Romina,2018,16+,75 min,"Extranjeras, Independientes, Terror",Diego Cohen,"Francisca Lozano, Oliver Nava, Arantza Ruiz, Claudia Zepeda, Walter Bercht, Roberto Beck, Victor Bonilla, Eduardo Negrete",México,2.2/10,Netflix
So Young,2013,13+,132 min,"Dramas, Extranjeras, Premiadas",Zhao Wei,"Mark Chao, Geng Han, Yang Zishan, Jiang Shuying, Bei-Er Bao, Ryan Zheng, Zhang Yao, Yase Liu, Hong Pan, Liya Tong",China,6.4/10,Netflix
Baby Ballroom,2018,7+,2 temporadas,"Británicas, Extranjeras, Realities y talk shows",NA,"Warren Bullock, Jane Bullock",Reino Unido,7.8/10,Netflix
Bajo la piel de lobo,2018,16+,110 min,"Dramas, Españolas, Extranjeras",Samu Fuentes,"Mario Casas, Irene Escolar, Ruth Díaz",España,5.8/10,Netflix
De caza con papá,2018,13+,83 min,"Acción, Comedias, Dramas",Jody Hill,"Josh Brolin, Danny McBride, Montana Jordan, Scoot McNairy, Carrie Coon",Estados Unidos,5.5/10,Netflix
First Team: Juventus,2018,7+,2 temporadas,"Docuseries, Extranjeras",NA,NA,Estados Unidos,7.4/10,Netflix
Luciano Mellera: Infantiloide,2018,7+,66 min,Películas,"Raúl Campos, Jan Suter",Luciano Mellera,Argentina,8.3/10,Netflix
100 días de soledad,2018,7+,93 min,"Documentales, Españolas, Extranjeras",NA,NA,España,6.6/10,Netflix
Simplemente actores,2007,16+,120 min,"Comedias, Extranjeras","Hing-Ka Chan, Patrick Leung","Jim Chim Sui Man, Charlene Choi, Anthony Wong Chau-Sang, Eric Tsang, Chapman To, Sammy Leung, Sandra Ng Kwan Yue, Chun Chau Ha, Chan Fai Hung, Ann Hui",Hong Kong,5.3/10,Netflix
Duck Butter,2018,13+,94 min,"Dramas, Independientes, Románticas",Miguel Arteta,"Alia Shawkat, Laia Costa, Mae Whitman, Hong Chau, Kate Berlant, Lindsay Burdge, Kumail Nanjiani, Mark Duplass, Jay Duplass, Jenny O'Hara",Estados Unidos,5.3/10,Netflix
King of Peking,2018,13+,88 min,"Comedias, Dramas, Extranjeras",Sam Voutas,"Zhao Jun, Wang Naixun, Han Qing, Si Chao, Geng Bowen, Yi Long","China, Estados Unidos, Australia",6.3/10,Netflix
Anohana: The Flower We Saw That Day,2011,7+,1 temporada,"Anime, Extranjeras, Juveniles",NA,"Miyu Irino, Ai Kayano, Haruka Tomatsu, Takahiro Sakurai, Saori Hayami, Takayuki Kondo, Mitsuru Ogata, Mutsumi Tamura, Asami Seto, Aki Toyosaki, Kaoru Mizuhara, Yui Makino",Japón,8.2/10,Netflix
Barbie y los delfines mágicos,2017,TODOS LO,64 min,Para toda la familia,Conrad Helten,"Erica Lindbeck, Shannon Chan-Kent, Kazumi Evans, Claire Corlett, Ciana Swales, Adrian Petriw, Maryke Hendrikse, Paul Dobson, Garry Chalk","Estados Unidos, Canadá",5.7/10,Netflix
Charlotte,2015,13+,1 temporada,"Anime, Extranjeras",NA,"Kouki Uchiyama, Ayane Sakura, Takahiro Mizushima, Maaya Uchida, Momo Asakura",Japón,7.5/10,Netflix
Dream Big: Engineering Our World,2017,TODOS LO,42 min,Documentales,Greg MacGillivray,Jeff Bridges,Estados Unidos,6.4/10,Netflix
El inocente,2011,16+,119 min,"Dramas, Thrillers",Brad Furman,"Matthew McConaughey, Marisa Tomei, Ryan Phillippe, William H. Macy, Josh Lucas, John Leguizamo, Michael Peña, Bob Gunton, Frances Fisher, Bryan Cranston",Estados Unidos,7.3/10,Netflix
Fate/Grand Order -First Order-,2016,13+,72 min,"Acción, Anime, Ciencia ficción y fantásticas",Hitoshi Namba,"Nobunaga Shimazaki, Rie Takahashi, Ayako Kawasumi, Madoka Yonezawa, Kenichi Suzumura, Tomokazu Sugita",Japón,5.6/10,Netflix
Fate/stay night: Unlimited Blade Works,2015,13+,2 temporadas,"Anime, Extranjeras",NA,"Noriaki Sugiyama, Kana Ueda, Ayako Kawasumi, Junichi Suwabe, Noriko Shitaya, Mai Kadowaki, Masaki Terasoma, Nobutoshi Canna, Atsuko Tanaka, Shinichiro Miki, Yuu Asakawa, Miki Ito, Hiroshi Kamiya, Jouji Nakata, Tomokazu Seki",Japón,8.0/10,Netflix
Ladronas de almas,2015,16+,88 min,"Extranjeras, Terror",Juan Antonio de la Riva,"Sofía Sisniega, Natasha Dupeyron, Ana Sofía Durán, Javier Escobar, Luis Gatica, Juan Ángel Esparza, Jorge Luis Moreno, Arnulfo Reyes Sanchez, Tizoc Arroyo, José Enot, Ricardo Dalmacci, Harding Junior, Claudine Sosa, Pablo Valentín",México,4.9/10,Netflix
Paranormal Activity 4,2012,16+,88 min,"Terror, Thrillers","Henry Joost, Ariel Schulman","Katie Featherston, Kathryn Newton, Matt Shively, Aiden Lovekamp, Brady Allen, Stephen Dunham, Alexondra Lee, Georgica Pettus, Alisha Boe, Brendon Eggertsen",Estados Unidos,4.6/10,Netflix
Puella Magi Madoka Magica,2011,13+,1 temporada,"Anime, Extranjeras",NA,"Aoi Yuki, Chiwa Saito, Kaori Mizuhashi, Eri Kitamura, Emiri Kato, Ai Nonaka",Japón,8.3/10,Netflix
The Asterisk War,2015,13+,1 temporada,"Anime, Extranjeras",NA,"Atsushi Tamaru, Ai Kakuma, Nao Toyama, Shiori Izawa, Ari Ozawa, Yuma Uchida, Takanori Hoshino, Chinatsu Akasaki, Mutsumi Tamura, Yumi Uchiyama, Juri Nagatsuma, Tomokazu Sugita",Japón,6.8/10,Netflix
The Feels,2018,13+,88 min,"Comedias, Independientes, Románticas",Jenée LaMarque,"Jenée LaMarque, Angela Trimbur, Constance Wu, Josh Fadem, Ever Mainard",Estados Unidos,5.1/10,Netflix
"We, the Marines",2017,7+,38 min,"Documentales, Extranjeras",Greg MacGillivray,NA,Estados Unidos,5.4/10,Netflix
What We Started,2017,13+,96 min,"Documentales, Música y musicales","Bert Marcus, Cyrus Saidi",NA,Estados Unidos,7.1/10,Netflix
Calibre,2018,13+,101 min,"Dramas, Extranjeras, Thrillers",Matt Palmer,"Jack Lowden, Martin McCann, Tony Curran, Ian Pirie, Cameron Jack",Reino Unido,6.8/10,Netflix
Jani Dueñas: Grandes fracasos de ayer y hoy,2018,13+,77 min,Películas,"Raúl Campos, Jan Suter",Jani Dueñas,Chile,4.8/10,Netflix
Los nuevos agentes secretos de Churchill,2018,13+,1 temporada,"Británicas, Extranjeras, Realities y talk shows",NA,NA,Reino Unido,7.7/10,Netflix
Primero bésame,2018,16+,1 temporada,"Acción, Británicas, Ciencia ficción y fantásticas",NA,"Tallulah Haddon, Simona Brown, Matthew Beard, Matthew Aubrey","Reino Unido, Estados Unidos",6.3/10,Netflix
Recovery Boys,2018,16+,90 min,Documentales,Elaine McMillion Sheldon,NA,Estados Unidos,6.5/10,Netflix
TAU,2018,13+,98 min,"Ciencia ficción y fantásticas, Thrillers",Federico D'Alessandro,"Maika Monroe, Ed Skrein, Gary Oldman",Estados Unidos,5.8/10,Netflix
Villaviciosa de al lado,2016,13+,91 min,"Comedias, Españolas",Nacho G. Velilla,"Carmen Machi, Leo Harlem, Carlos Santos, Salva Reina, Jon Plazaola, Boré Buika, Arturo Valls, Antonio Pagudo, Jorge Asín, Carmen Ruiz",NA,NA,Netflix
La pena máxima,2018,13+,89 min,"Comedias, Dramas, Extranjeras",Rodrigo Triana,"Adrián Uribe, Julieth Restrepo, Carlos Manuel Vesga, José Sefami, Mary Paz Mata, Alicia Sandoval, Teresa Monroy, Eduardo Ibarrola","Colombia, México",3.5/10,Netflix
Loving Pablo,2017,16+,122 min,"Dramas, Españolas, Extranjeras",Fernando León de Aranoa,"Javier Bardem, Penélope Cruz, Peter Sarsgaard, Julieth Restrepo, Óscar Jaenada, David Valencia, David Ojalvo, Giselle Da Silva, Fredy Yate","España, Bulgaria",6.3/10,Netflix
Papá y mamá contra natura,2018,13+,88 min,"Comedias, Extranjeras, Independientes",Emanuel Hoss-Desmarais,"Toni Collette, Matthew Goode, Andreas Apergis, Michael Smiley, Fionnula Flanagan, Suzanne Clément, Jordan Poole, Megan O'Kelly, Anton Gillis-Adelman, Tyrone Benskin, Vincent Hoss-Desmarais",Canadá,5.7/10,Netflix
W. Kamau Bell: Private School Negro,2018,16+,66 min,Películas,Shannon Hartman,W. Kamau Bell,Estados Unidos,6.4/10,Netflix
Los gustos y los colores,2018,13+,95 min,"Comedias, Extranjeras, Románticas",Myriam Aziza,"Sarah Stern, Jean-Christophe Folly, Julia Piaton, Arié Elmaleh, Clémentine Poidatz, Stéphane Debac, Richard Berry, Catherine Jacob",Francia,5.3/10,Netflix
Brain on Fire,2016,13+,89 min,"Dramas, Extranjeras, Independientes",Gerard Barrett,"Chloë Grace Moretz, Thomas Mann, Richard Armitage, Jenny Slate, Carrie-Anne Moss, Tyler Perry, Alex Zahara","Estados Unidos, Canadá, Irlanda",6.6/10,Netflix
Colocados en la cocina,2018,16+,1 temporada,"Estadounidenses, Realities y talk shows",NA,"Josh Leyva, Ngaio Bealum",Estados Unidos,4.9/10,Netflix
Derren Brown: Miracle,2018,7+,74 min,Extranjeras,NA,Derren Brown,Reino Unido,6.6/10,Netflix
Julie y Julia,2009,13+,123 min,"Comedias, Dramas, Premiadas",Nora Ephron,"Meryl Streep, Amy Adams, Stanley Tucci, Chris Messina, Linda Emond, Helen Carey, Mary Lynn Rajskub, Jane Lynch, Joan Juliet Buck, Crystal Noelle",Estados Unidos,7.0/10,Netflix
Entre la tierra y el cielo,2018,13+,119 min,"Dramas, Extranjeras, Románticas",Rene Liu,"Jing Boran, Zhou Dongyu, Zhuangzhuang Tian, Qu Zheming, Zhang Zixian",China,7.3/10,Netflix
Hannah Gadsby: Nanette,2018,13+,70 min,Películas,"Madeleine Parry, Jon Olb",Hannah Gadsby,Australia,8.3/10,Netflix
Club de Cuervos presenta: La balada de Hugo Sánchez,2018,16+,1 temporada,"Comedias, Extranjeras",NA,"Jesús Zavala, Ianis Guerrero, Mauro Mauad, Renato Gutz, Raúl Briones, Markin López, Guillermo Dorantes, Martha Claudia Moreno, Aldo Escalante, Sergio Mayer, Paola Moreno, Pedro Miguel Arce, Luis Gerardo Méndez",Estados Unidos,6.5/10,Netflix
Cómo deshacerte de tu jefe,2018,13+,106 min,"Comedias, Románticas",Claire Scanlon,"Zoey Deutch, Glen Powell, Lucy Liu, Taye Diggs, Meredith Hagner, Pete Davidson, Tituss Burgess",Estados Unidos,6.5/10,Netflix
La enfermedad del domingo,2017,13+,113 min,"Dramas, Españolas, Extranjeras",Ramón Salazar,"Bárbara Lennie, Susi Sánchez, Miguel Ángel Solá, Richard Bohringer",España,6.9/10,Netflix
Maktub,2018,13+,106 min,"Comedias, Extranjeras",Oded Raz,"Guy Amir, Hanan Savyon, Itzik Cohen, Igal Naor",Israel,7.4/10,Netflix
Vera: Amigos mágicos,2018,TODOS LO,1 temporada,Infantiles,NA,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson",NA,NA,Netflix
